GFF Download Link	Organellar genome(s)	VEuPathDB Project	Chromosomes	Supercontigs	Contigs	Available for community annotation	BUSCO Genomic	BUSCO Lineage Dataset	BUSCO Protein	Genome Source	Genome Version/Assembly ID	Mega base Pairs	Structural Annotation Source	Structural Annotation Version	Is Reference Strain	Organism	Species	Species NCBI taxon ID	Strain	Strain NCBI taxon ID	CDS Fasta Download Link	Genome Fasta Download Link	Protein Fasta Download Link	Transcript Fasta Download Link	ChIP chip	EC#	ESTs	Genes	GO terms	Microarray	Non Protein coding genes	Orthologs	Popset Sequences	Protein coding genes	Proteomics	Pseudogenes	RNA Seq	RT-PCR	SNPs	TFBS	User comments
http://AmoebaDB.org/common/downloads/Current_Release/AspGalka/gff/data/AmoebaDB-68_AspGalka.gff	no	AmoebaDB	0	224137	0	N/A	C:  52.9%[S:  35.7%,D:  17.3%],F:  26.3%,M:  20.8%,n:255	eukaryota_odb10	N/A	GenBank	GCA_000826505.1	115.61	GenBank	n/a	yes	Acanthamoeba sp Galka	Acanthamoeba sp.	5756	Galka	N/A	http://AmoebaDB.org/common/downloads/Current_Release/AspGalka/fasta/data/AmoebaDB-68_AspGalka_CDs.fasta	http://AmoebaDB.org/common/downloads/Current_Release/AspGalka/fasta/data/AmoebaDB-68_AspGalka_Genome.fasta	http://AmoebaDB.org/common/downloads/Current_Release/AspGalka/fasta/data/AmoebaDB-68_AspGalka_AnnotatedProteins.fasta	http://AmoebaDB.org/common/downloads/Current_Release/AspGalka/fasta/data/AmoebaDB-68_AspGalka_AnnotatedTranscripts.fasta	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	0	N/A	N/A	N/A	N/A	N/A
http://AmoebaDB.org/common/downloads/Current_Release/AspIncertaesedis/gff/data/AmoebaDB-68_AspIncertaesedis.gff	no	AmoebaDB	0	24098	0	N/A	C:  81.2%[S:  39.6%,D:  41.6%],F:  10.6%,M:   8.2%,n:255	eukaryota_odb10	N/A	GenBank	GCA_000826365.1	79.54	GenBank	n/a	no	Acanthamoeba sp Incertae sedis	Acanthamoeba sp.	5756	Incertae_sedis	N/A	http://AmoebaDB.org/common/downloads/Current_Release/AspIncertaesedis/fasta/data/AmoebaDB-68_AspIncertaesedis_CDs.fasta	http://AmoebaDB.org/common/downloads/Current_Release/AspIncertaesedis/fasta/data/AmoebaDB-68_AspIncertaesedis_Genome.fasta	http://AmoebaDB.org/common/downloads/Current_Release/AspIncertaesedis/fasta/data/AmoebaDB-68_AspIncertaesedis_AnnotatedProteins.fasta	http://AmoebaDB.org/common/downloads/Current_Release/AspIncertaesedis/fasta/data/AmoebaDB-68_AspIncertaesedis_AnnotatedTranscripts.fasta	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	0	N/A	N/A	N/A	N/A	N/A
http://AmoebaDB.org/common/downloads/Current_Release/AspT4b-type/gff/data/AmoebaDB-68_AspT4b-type.gff	no	AmoebaDB	0	224482	0	N/A	C:  53.7%[S:  33.7%,D:  20.0%],F:  28.2%,M:  18.0%,n:255	eukaryota_odb10	N/A	GenBank	GCA_000826345.1	120.42	GenBank	n/a	no	Acanthamoeba sp T4b-type	Acanthamoeba sp.	5756	T4B-type	N/A	http://AmoebaDB.org/common/downloads/Current_Release/AspT4b-type/fasta/data/AmoebaDB-68_AspT4b-type_CDs.fasta	http://AmoebaDB.org/common/downloads/Current_Release/AspT4b-type/fasta/data/AmoebaDB-68_AspT4b-type_Genome.fasta	http://AmoebaDB.org/common/downloads/Current_Release/AspT4b-type/fasta/data/AmoebaDB-68_AspT4b-type_AnnotatedProteins.fasta	http://AmoebaDB.org/common/downloads/Current_Release/AspT4b-type/fasta/data/AmoebaDB-68_AspT4b-type_AnnotatedTranscripts.fasta	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	0	N/A	N/A	N/A	N/A	N/A
http://AmoebaDB.org/common/downloads/Current_Release/AculbertsoniA1/gff/data/AmoebaDB-68_AculbertsoniA1.gff	no	AmoebaDB	0	72411	0	N/A	C:  75.7%[S:  68.2%,D:   7.5%],F:  14.9%,M:   9.4%,n:255	eukaryota_odb10	N/A	GenBank	GCA_000826265.1	55.54	GenBank	n/a	yes	Acanthamoeba culbertsoni A1	Acanthamoeba culbertsoni	43142	A1	N/A	http://AmoebaDB.org/common/downloads/Current_Release/AculbertsoniA1/fasta/data/AmoebaDB-68_AculbertsoniA1_CDs.fasta	http://AmoebaDB.org/common/downloads/Current_Release/AculbertsoniA1/fasta/data/AmoebaDB-68_AculbertsoniA1_Genome.fasta	http://AmoebaDB.org/common/downloads/Current_Release/AculbertsoniA1/fasta/data/AmoebaDB-68_AculbertsoniA1_AnnotatedProteins.fasta	http://AmoebaDB.org/common/downloads/Current_Release/AculbertsoniA1/fasta/data/AmoebaDB-68_AculbertsoniA1_AnnotatedTranscripts.fasta	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	0	N/A	N/A	N/A	N/A	N/A
http://AmoebaDB.org/common/downloads/Current_Release/AlenticulataPD2S/gff/data/AmoebaDB-68_AlenticulataPD2S.gff	no	AmoebaDB	0	79048	0	N/A	C:  73.3%[S:  58.0%,D:  15.3%],F:  16.9%,M:   9.8%,n:255	eukaryota_odb10	N/A	GenBank	GCA_000826285.1	66.03	GenBank	n/a	yes	Acanthamoeba lenticulata PD2S	Acanthamoeba lenticulata	29196	PD2S	N/A	http://AmoebaDB.org/common/downloads/Current_Release/AlenticulataPD2S/fasta/data/AmoebaDB-68_AlenticulataPD2S_CDs.fasta	http://AmoebaDB.org/common/downloads/Current_Release/AlenticulataPD2S/fasta/data/AmoebaDB-68_AlenticulataPD2S_Genome.fasta	http://AmoebaDB.org/common/downloads/Current_Release/AlenticulataPD2S/fasta/data/AmoebaDB-68_AlenticulataPD2S_AnnotatedProteins.fasta	http://AmoebaDB.org/common/downloads/Current_Release/AlenticulataPD2S/fasta/data/AmoebaDB-68_AlenticulataPD2S_AnnotatedTranscripts.fasta	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	0	N/A	N/A	N/A	N/A	N/A
http://AmoebaDB.org/common/downloads/Current_Release/AlugdunensisL3a/gff/data/AmoebaDB-68_AlugdunensisL3a.gff	no	AmoebaDB	0	67459	0	N/A	C:  67.5%[S:  33.7%,D:  33.7%],F:  20.4%,M:  12.2%,n:255	eukaryota_odb10	N/A	GenBank	GCA_000826425.1	99.42	GenBank	n/a	yes	Acanthamoeba lugdunensis L3a	Acanthamoeba lugdunensis	61605	L3a	N/A	http://AmoebaDB.org/common/downloads/Current_Release/AlugdunensisL3a/fasta/data/AmoebaDB-68_AlugdunensisL3a_CDs.fasta	http://AmoebaDB.org/common/downloads/Current_Release/AlugdunensisL3a/fasta/data/AmoebaDB-68_AlugdunensisL3a_Genome.fasta	http://AmoebaDB.org/common/downloads/Current_Release/AlugdunensisL3a/fasta/data/AmoebaDB-68_AlugdunensisL3a_AnnotatedProteins.fasta	http://AmoebaDB.org/common/downloads/Current_Release/AlugdunensisL3a/fasta/data/AmoebaDB-68_AlugdunensisL3a_AnnotatedTranscripts.fasta	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	0	N/A	N/A	N/A	N/A	N/A
http://AmoebaDB.org/common/downloads/Current_Release/Amauritaniensis1652/gff/data/AmoebaDB-68_Amauritaniensis1652.gff	no	AmoebaDB	0	67233	0	N/A	C:  74.1%[S:  35.3%,D:  38.8%],F:  17.3%,M:   8.6%,n:255	eukaryota_odb10	N/A	GenBank	GCA_000826465.1	106.84	GenBank	n/a	yes	Acanthamoeba mauritaniensis 1652	Acanthamoeba mauritaniensis	196912	1652	N/A	http://AmoebaDB.org/common/downloads/Current_Release/Amauritaniensis1652/fasta/data/AmoebaDB-68_Amauritaniensis1652_CDs.fasta	http://AmoebaDB.org/common/downloads/Current_Release/Amauritaniensis1652/fasta/data/AmoebaDB-68_Amauritaniensis1652_Genome.fasta	http://AmoebaDB.org/common/downloads/Current_Release/Amauritaniensis1652/fasta/data/AmoebaDB-68_Amauritaniensis1652_AnnotatedProteins.fasta	http://AmoebaDB.org/common/downloads/Current_Release/Amauritaniensis1652/fasta/data/AmoebaDB-68_Amauritaniensis1652_AnnotatedTranscripts.fasta	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	0	N/A	N/A	N/A	N/A	N/A
http://AmoebaDB.org/common/downloads/Current_Release/ApalestinensisReich/gff/data/AmoebaDB-68_ApalestinensisReich.gff	no	AmoebaDB	0	26188	0	N/A	C:  80.4%[S:  57.3%,D:  23.1%],F:  10.6%,M:   9.0%,n:255	eukaryota_odb10	N/A	GenBank	GCA_000826305.1	75.32	GenBank	n/a	yes	Acanthamoeba palestinensis Reich	Acanthamoeba palestinensis	28015	Reich	N/A	http://AmoebaDB.org/common/downloads/Current_Release/ApalestinensisReich/fasta/data/AmoebaDB-68_ApalestinensisReich_CDs.fasta	http://AmoebaDB.org/common/downloads/Current_Release/ApalestinensisReich/fasta/data/AmoebaDB-68_ApalestinensisReich_Genome.fasta	http://AmoebaDB.org/common/downloads/Current_Release/ApalestinensisReich/fasta/data/AmoebaDB-68_ApalestinensisReich_AnnotatedProteins.fasta	http://AmoebaDB.org/common/downloads/Current_Release/ApalestinensisReich/fasta/data/AmoebaDB-68_ApalestinensisReich_AnnotatedTranscripts.fasta	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	0	N/A	N/A	N/A	N/A	N/A
http://AmoebaDB.org/common/downloads/Current_Release/AquinaVil3/gff/data/AmoebaDB-68_AquinaVil3.gff	no	AmoebaDB	0	60490	0	N/A	C:  64.7%[S:  36.1%,D:  28.6%],F:  22.7%,M:  12.5%,n:255	eukaryota_odb10	N/A	GenBank	GCA_000826445.1	83.59	GenBank	n/a	yes	Acanthamoeba quina Vil3	Acanthamoeba quina	211522	Vil3	N/A	http://AmoebaDB.org/common/downloads/Current_Release/AquinaVil3/fasta/data/AmoebaDB-68_AquinaVil3_CDs.fasta	http://AmoebaDB.org/common/downloads/Current_Release/AquinaVil3/fasta/data/AmoebaDB-68_AquinaVil3_Genome.fasta	http://AmoebaDB.org/common/downloads/Current_Release/AquinaVil3/fasta/data/AmoebaDB-68_AquinaVil3_AnnotatedProteins.fasta	http://AmoebaDB.org/common/downloads/Current_Release/AquinaVil3/fasta/data/AmoebaDB-68_AquinaVil3_AnnotatedTranscripts.fasta	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	0	N/A	N/A	N/A	N/A	N/A
http://AmoebaDB.org/common/downloads/Current_Release/ArhysodesSingh/gff/data/AmoebaDB-68_ArhysodesSingh.gff	no	AmoebaDB	0	62836	0	N/A	C:  72.5%[S:  58.8%,D:  13.7%],F:  16.9%,M:  10.6%,n:255	eukaryota_odb10	N/A	GenBank	GCA_000826385.1	75.82	GenBank	n/a	yes	Acanthamoeba rhysodes Singh	Acanthamoeba rhysodes	32599	Singh	N/A	http://AmoebaDB.org/common/downloads/Current_Release/ArhysodesSingh/fasta/data/AmoebaDB-68_ArhysodesSingh_CDs.fasta	http://AmoebaDB.org/common/downloads/Current_Release/ArhysodesSingh/fasta/data/AmoebaDB-68_ArhysodesSingh_Genome.fasta	http://AmoebaDB.org/common/downloads/Current_Release/ArhysodesSingh/fasta/data/AmoebaDB-68_ArhysodesSingh_AnnotatedProteins.fasta	http://AmoebaDB.org/common/downloads/Current_Release/ArhysodesSingh/fasta/data/AmoebaDB-68_ArhysodesSingh_AnnotatedTranscripts.fasta	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	0	N/A	N/A	N/A	N/A	N/A
http://AmoebaDB.org/common/downloads/Current_Release/AtriangularisSH621/gff/data/AmoebaDB-68_AtriangularisSH621.gff	no	AmoebaDB	0	56742	0	N/A	C:  71.8%[S:  37.6%,D:  34.1%],F:  19.2%,M:   9.0%,n:255	eukaryota_odb10	N/A	GenBank	GCA_000826325.1	103.48	GenBank	n/a	yes	Acanthamoeba triangularis SH621	Acanthamoeba triangularis	146752	SH621	N/A	http://AmoebaDB.org/common/downloads/Current_Release/AtriangularisSH621/fasta/data/AmoebaDB-68_AtriangularisSH621_CDs.fasta	http://AmoebaDB.org/common/downloads/Current_Release/AtriangularisSH621/fasta/data/AmoebaDB-68_AtriangularisSH621_Genome.fasta	http://AmoebaDB.org/common/downloads/Current_Release/AtriangularisSH621/fasta/data/AmoebaDB-68_AtriangularisSH621_AnnotatedProteins.fasta	http://AmoebaDB.org/common/downloads/Current_Release/AtriangularisSH621/fasta/data/AmoebaDB-68_AtriangularisSH621_AnnotatedTranscripts.fasta	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	0	N/A	N/A	N/A	N/A	N/A
http://AmoebaDB.org/common/downloads/Current_Release/Bmandrillaris2046/gff/data/AmoebaDB-68_Bmandrillaris2046.gff	no	AmoebaDB	0	14699	0	N/A	C:  67.8%[S:  67.1%,D:   0.8%],F:  19.2%,M:  12.9%,n:255	eukaryota_odb10	N/A	INSDC	GCA_001262475.1	44.27	N/A	N/A	no	Balamuthia mandrillaris strain 2046	Balamuthia mandrillaris	66527	strain 2046	N/A	http://AmoebaDB.org/common/downloads/Current_Release/Bmandrillaris2046/fasta/data/AmoebaDB-68_Bmandrillaris2046_CDs.fasta	http://AmoebaDB.org/common/downloads/Current_Release/Bmandrillaris2046/fasta/data/AmoebaDB-68_Bmandrillaris2046_Genome.fasta	http://AmoebaDB.org/common/downloads/Current_Release/Bmandrillaris2046/fasta/data/AmoebaDB-68_Bmandrillaris2046_AnnotatedProteins.fasta	http://AmoebaDB.org/common/downloads/Current_Release/Bmandrillaris2046/fasta/data/AmoebaDB-68_Bmandrillaris2046_AnnotatedTranscripts.fasta	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	0	N/A	N/A	N/A	N/A	N/A
http://AmoebaDB.org/common/downloads/Current_Release/BmandrillarisCDCV039/gff/data/AmoebaDB-68_BmandrillarisCDCV039.gff	yes	AmoebaDB	0	1604	0	N/A	C:  85.1%[S:  52.5%,D:  32.5%],F:   8.2%,M:   6.7%,n:255	eukaryota_odb10	N/A	INSDC	GCA_001185145.1	67.66	N/A	N/A	yes	Balamuthia mandrillaris CDC-V039	Balamuthia mandrillaris	66527	CDC-V039	N/A	http://AmoebaDB.org/common/downloads/Current_Release/BmandrillarisCDCV039/fasta/data/AmoebaDB-68_BmandrillarisCDCV039_CDs.fasta	http://AmoebaDB.org/common/downloads/Current_Release/BmandrillarisCDCV039/fasta/data/AmoebaDB-68_BmandrillarisCDCV039_Genome.fasta	http://AmoebaDB.org/common/downloads/Current_Release/BmandrillarisCDCV039/fasta/data/AmoebaDB-68_BmandrillarisCDCV039_AnnotatedProteins.fasta	http://AmoebaDB.org/common/downloads/Current_Release/BmandrillarisCDCV039/fasta/data/AmoebaDB-68_BmandrillarisCDCV039_AnnotatedTranscripts.fasta	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	0	N/A	N/A	N/A	N/A	N/A
http://AmoebaDB.org/common/downloads/Current_Release/DpurpureumQSDP1/gff/data/AmoebaDB-68_DpurpureumQSDP1.gff	no	AmoebaDB	0	799	0	Apollo	C:  92.5%[S:  91.0%,D:   1.6%],F:   3.1%,M:   4.3%,n:255	eukaryota_odb10	C:  89.0%[S:  87.8%,D:   1.2%],F:   3.5%,M:   7.5%,n:255	INSDC	GCF_000190715.1	32.97	RefSeq	Oct 23, 2023	yes	Dictyostelium purpureum QSDP1	Dictyostelium purpureum	5786	QSDP1	N/A	http://AmoebaDB.org/common/downloads/Current_Release/DpurpureumQSDP1/fasta/data/AmoebaDB-68_DpurpureumQSDP1_CDs.fasta	http://AmoebaDB.org/common/downloads/Current_Release/DpurpureumQSDP1/fasta/data/AmoebaDB-68_DpurpureumQSDP1_Genome.fasta	http://AmoebaDB.org/common/downloads/Current_Release/DpurpureumQSDP1/fasta/data/AmoebaDB-68_DpurpureumQSDP1_AnnotatedProteins.fasta	http://AmoebaDB.org/common/downloads/Current_Release/DpurpureumQSDP1/fasta/data/AmoebaDB-68_DpurpureumQSDP1_AnnotatedTranscripts.fasta	N/A	16	4120	12403	8274	N/A	4	12399	4028	12399	N/A	4	12403	N/A	N/A	N/A	N/A
http://AmoebaDB.org/common/downloads/Current_Release/EhistolyticaRahman/gff/data/AmoebaDB-68_EhistolyticaRahman.gff	no	AmoebaDB	0	18523	0	N/A	C:  53.7%[S:  52.5%,D:   1.2%],F:   9.8%,M:  36.5%,n:255	eukaryota_odb10	N/A	INSDC	GCA_917563895.1	25.2	N/A	N/A	no	Entamoeba histolytica Rahman	Entamoeba histolytica	5759	Rahman	N/A	http://AmoebaDB.org/common/downloads/Current_Release/EhistolyticaRahman/fasta/data/AmoebaDB-68_EhistolyticaRahman_CDs.fasta	http://AmoebaDB.org/common/downloads/Current_Release/EhistolyticaRahman/fasta/data/AmoebaDB-68_EhistolyticaRahman_Genome.fasta	http://AmoebaDB.org/common/downloads/Current_Release/EhistolyticaRahman/fasta/data/AmoebaDB-68_EhistolyticaRahman_AnnotatedProteins.fasta	http://AmoebaDB.org/common/downloads/Current_Release/EhistolyticaRahman/fasta/data/AmoebaDB-68_EhistolyticaRahman_AnnotatedTranscripts.fasta	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	0	N/A	N/A	N/A	N/A	N/A
http://AmoebaDB.org/common/downloads/Current_Release/EmoshkovskiiLaredo/gff/data/AmoebaDB-68_EmoshkovskiiLaredo.gff	no	AmoebaDB	0	1147	3460	Apollo	C:  47.8%[S:  44.7%,D:   3.1%],F:   7.8%,M:  44.3%,n:255	eukaryota_odb10	C:  50.6%[S:  47.5%,D:   3.1%],F:   6.3%,M:  43.1%,n:255	GenBank	GCA_002914575.1	25.25	liverpool	Jan 19, 2014	yes	Entamoeba moshkovskii Laredo	Entamoeba moshkovskii	41668	Laredo	N/A	http://AmoebaDB.org/common/downloads/Current_Release/EmoshkovskiiLaredo/fasta/data/AmoebaDB-68_EmoshkovskiiLaredo_CDs.fasta	http://AmoebaDB.org/common/downloads/Current_Release/EmoshkovskiiLaredo/fasta/data/AmoebaDB-68_EmoshkovskiiLaredo_Genome.fasta	http://AmoebaDB.org/common/downloads/Current_Release/EmoshkovskiiLaredo/fasta/data/AmoebaDB-68_EmoshkovskiiLaredo_AnnotatedProteins.fasta	http://AmoebaDB.org/common/downloads/Current_Release/EmoshkovskiiLaredo/fasta/data/AmoebaDB-68_EmoshkovskiiLaredo_AnnotatedTranscripts.fasta	N/A	2	N/A	12449	4777	N/A	189	12260	1145	12260	N/A	189	12449	N/A	N/A	N/A	70
http://AmoebaDB.org/common/downloads/Current_Release/NfowleriATCC30863/gff/data/AmoebaDB-68_NfowleriATCC30863.gff	no	AmoebaDB	0	1124	0	N/A	C:  84.7%[S:  84.3%,D:   0.4%],F:   4.3%,M:  11.0%,n:255	eukaryota_odb10	C:  80.4%[S:  80.0%,D:   0.4%],F:   5.5%,M:  14.1%,n:255	GenBank	GCA_000499105.1	29.62	Wittwer	Nov 05, 2014	no	Naegleria fowleri ATCC 30863	Naegleria fowleri	5763	ATCC 30863	N/A	http://AmoebaDB.org/common/downloads/Current_Release/NfowleriATCC30863/fasta/data/AmoebaDB-68_NfowleriATCC30863_CDs.fasta	http://AmoebaDB.org/common/downloads/Current_Release/NfowleriATCC30863/fasta/data/AmoebaDB-68_NfowleriATCC30863_Genome.fasta	http://AmoebaDB.org/common/downloads/Current_Release/NfowleriATCC30863/fasta/data/AmoebaDB-68_NfowleriATCC30863_AnnotatedProteins.fasta	http://AmoebaDB.org/common/downloads/Current_Release/NfowleriATCC30863/fasta/data/AmoebaDB-68_NfowleriATCC30863_AnnotatedTranscripts.fasta	N/A	568	N/A	13252	6056	N/A	17	13235	11674	13235	N/A	17	N/A	N/A	N/A	N/A	20
http://AmoebaDB.org/common/downloads/Current_Release/NfowleriATCC30894/gff/data/AmoebaDB-68_NfowleriATCC30894.gff	yes	AmoebaDB	0	81	0	N/A	C:  82.4%[S:  81.2%,D:   1.2%],F:   5.1%,M:  12.5%,n:255	eukaryota_odb10	C:  85.9%[S:  85.1%,D:   0.8%],F:   2.7%,M:  11.4%,n:255	INSDC	GCA_008403515.1	29.53	INSDC	Jan 15, 2020	no	Naegleria fowleri strain ATCC 30894	Naegleria fowleri	5763	strain ATCC 30894	N/A	http://AmoebaDB.org/common/downloads/Current_Release/NfowleriATCC30894/fasta/data/AmoebaDB-68_NfowleriATCC30894_CDs.fasta	http://AmoebaDB.org/common/downloads/Current_Release/NfowleriATCC30894/fasta/data/AmoebaDB-68_NfowleriATCC30894_Genome.fasta	http://AmoebaDB.org/common/downloads/Current_Release/NfowleriATCC30894/fasta/data/AmoebaDB-68_NfowleriATCC30894_AnnotatedProteins.fasta	http://AmoebaDB.org/common/downloads/Current_Release/NfowleriATCC30894/fasta/data/AmoebaDB-68_NfowleriATCC30894_AnnotatedTranscripts.fasta	N/A	1008	N/A	13788	6657	N/A	23	13765	11205	13765	N/A	23	N/A	N/A	N/A	N/A	22
http://AmoebaDB.org/common/downloads/Current_Release/NfowleriTy/gff/data/AmoebaDB-68_NfowleriTy.gff	no	AmoebaDB	37	0	0	Apollo	C:  84.7%[S:  83.9%,D:   0.8%],F:   5.1%,M:  10.2%,n:255	eukaryota_odb10	C:  86.3%[S:  85.1%,D:   1.2%],F:   2.7%,M:  11.0%,n:255	INSDC	GCA_014843625.1	27.99	AliLab	Sep 21, 2021	yes	Naegleria fowleri strain Ty	Naegleria fowleri	5763	strain Ty	N/A	http://AmoebaDB.org/common/downloads/Current_Release/NfowleriTy/fasta/data/AmoebaDB-68_NfowleriTy_CDs.fasta	http://AmoebaDB.org/common/downloads/Current_Release/NfowleriTy/fasta/data/AmoebaDB-68_NfowleriTy_Genome.fasta	http://AmoebaDB.org/common/downloads/Current_Release/NfowleriTy/fasta/data/AmoebaDB-68_NfowleriTy_AnnotatedProteins.fasta	http://AmoebaDB.org/common/downloads/Current_Release/NfowleriTy/fasta/data/AmoebaDB-68_NfowleriTy_AnnotatedTranscripts.fasta	N/A	9	N/A	9405	5845	N/A	11	9394	11594	9394	N/A	11	9405	N/A	8590	N/A	N/A
http://AmoebaDB.org/common/downloads/Current_Release/NlovaniensisATCC30569/gff/data/AmoebaDB-68_NlovaniensisATCC30569.gff	yes	AmoebaDB	0	109	0	Apollo	C:  83.1%[S:  77.3%,D:   5.9%],F:   6.7%,M:  10.2%,n:255	eukaryota_odb10	C:  87.8%[S:  80.4%,D:   7.5%],F:   3.1%,M:   9.0%,n:255	INSDC	GCA_003324165.2	30.86	GenBank	Feb 04, 2021	yes	Naegleria lovaniensis strain ATCC 30569	Naegleria lovaniensis	51637	strain ATCC 30569	N/A	http://AmoebaDB.org/common/downloads/Current_Release/NlovaniensisATCC30569/fasta/data/AmoebaDB-68_NlovaniensisATCC30569_CDs.fasta	http://AmoebaDB.org/common/downloads/Current_Release/NlovaniensisATCC30569/fasta/data/AmoebaDB-68_NlovaniensisATCC30569_Genome.fasta	http://AmoebaDB.org/common/downloads/Current_Release/NlovaniensisATCC30569/fasta/data/AmoebaDB-68_NlovaniensisATCC30569_AnnotatedProteins.fasta	http://AmoebaDB.org/common/downloads/Current_Release/NlovaniensisATCC30569/fasta/data/AmoebaDB-68_NlovaniensisATCC30569_AnnotatedTranscripts.fasta	N/A	N/A	N/A	14764	7183	N/A	0	14764	11748	14764	N/A	0	N/A	N/A	N/A	N/A	N/A
http://AmoebaDB.org/common/downloads/Current_Release/NlovaniensisNL_76_15_250/gff/data/AmoebaDB-68_NlovaniensisNL_76_15_250.gff	no	AmoebaDB	0	199	0	N/A	C:  83.1%[S:  82.4%,D:   0.8%],F:   4.7%,M:  12.2%,n:255	eukaryota_odb10	N/A	INSDC	GCA_022530875.1	30.83	N/A	N/A	no	Naegleria lovaniensis NL_76_15_250	Naegleria lovaniensis	51637	NL_76_15_250	N/A	http://AmoebaDB.org/common/downloads/Current_Release/NlovaniensisNL_76_15_250/fasta/data/AmoebaDB-68_NlovaniensisNL_76_15_250_CDs.fasta	http://AmoebaDB.org/common/downloads/Current_Release/NlovaniensisNL_76_15_250/fasta/data/AmoebaDB-68_NlovaniensisNL_76_15_250_Genome.fasta	http://AmoebaDB.org/common/downloads/Current_Release/NlovaniensisNL_76_15_250/fasta/data/AmoebaDB-68_NlovaniensisNL_76_15_250_AnnotatedProteins.fasta	http://AmoebaDB.org/common/downloads/Current_Release/NlovaniensisNL_76_15_250/fasta/data/AmoebaDB-68_NlovaniensisNL_76_15_250_AnnotatedTranscripts.fasta	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	0	N/A	N/A	N/A	N/A	N/A
http://CryptoDB.org/common/downloads/Current_Release/CveliaCCMP2878/gff/data/CryptoDB-68_CveliaCCMP2878.gff	yes	CryptoDB	0	5963	0	Apollo	C:  93.0%[S:  91.2%,D:   1.8%],F:   4.7%,M:   2.3%,n:171	alveolata_odb10	C:  96.5%[S:  93.6%,D:   2.9%],F:   2.9%,M:   0.6%,n:171	GenBank	GCA_018398765.1	193.89	PainLab	May 19, 2021	yes	Chromera velia CCMP2878	Chromera velia	505693	CCMP2878	1169474	http://CryptoDB.org/common/downloads/Current_Release/CveliaCCMP2878/fasta/data/CryptoDB-68_CveliaCCMP2878_CDs.fasta	http://CryptoDB.org/common/downloads/Current_Release/CveliaCCMP2878/fasta/data/CryptoDB-68_CveliaCCMP2878_Genome.fasta	http://CryptoDB.org/common/downloads/Current_Release/CveliaCCMP2878/fasta/data/CryptoDB-68_CveliaCCMP2878_AnnotatedProteins.fasta	http://CryptoDB.org/common/downloads/Current_Release/CveliaCCMP2878/fasta/data/CryptoDB-68_CveliaCCMP2878_AnnotatedTranscripts.fasta	N/A	909	1604	30596	12693	N/A	0	30596	23095	30596	N/A	0	30596	N/A	N/A	N/A	18
http://CryptoDB.org/common/downloads/Current_Release/VbrassicaformisCCMP3155/gff/data/CryptoDB-68_VbrassicaformisCCMP3155.gff	no	CryptoDB	0	1064	0	Apollo	C:  95.9%[S:  94.7%,D:   1.2%],F:   2.3%,M:   1.8%,n:171	alveolata_odb10	C: 100.0%[S:  98.2%,D:   1.8%],F:   0.0%,M:   0.0%,n:171	GenBank	GCA_001179505.1	72.7	PainLab	May 15, 2014	yes	Vitrella brassicaformis CCMP3155	Vitrella brassicaformis	1169539	CCMP3155	1169540	http://CryptoDB.org/common/downloads/Current_Release/VbrassicaformisCCMP3155/fasta/data/CryptoDB-68_VbrassicaformisCCMP3155_CDs.fasta	http://CryptoDB.org/common/downloads/Current_Release/VbrassicaformisCCMP3155/fasta/data/CryptoDB-68_VbrassicaformisCCMP3155_Genome.fasta	http://CryptoDB.org/common/downloads/Current_Release/VbrassicaformisCCMP3155/fasta/data/CryptoDB-68_VbrassicaformisCCMP3155_AnnotatedProteins.fasta	http://CryptoDB.org/common/downloads/Current_Release/VbrassicaformisCCMP3155/fasta/data/CryptoDB-68_VbrassicaformisCCMP3155_AnnotatedTranscripts.fasta	N/A	1433	N/A	23412	10988	N/A	165	23247	21	23247	N/A	165	23412	N/A	N/A	N/A	8
